ccn,cares_provider_orig,cares_city_orig,cares_state_orig
250102,"MISSISSIPPI BAPTIST MEDICAL CENTER, INC",JACKSON,MS
250104,ANDERSON REGIONAL MEDICAL CENTER - NORTH,MERIDIAN,MS
250104,ANDERSON REGIONAL MEDICAL CENTER,MERIDIAN,MS
250117,HIGHLAND COMMUNITY HOSPITAL,PICAYUNE,MS
250117,FORREST COUNTY GENERAL HOSPITAL,HATTIESBURG,MS
250123,"GPCH-GP, INC.",GULFPORT,MS
250124,MAGEE GENERAL HOSPITAL,MAGEE,MS
250124,MAGEE BENEVOLENT ASSOCIATION,MAGEE,MS
250128,PROGRESSIVE MEDICAL MANAGEMENT OF BATESVILLE LLC,BATESVILLE,MS
250138,RIVER OAKS HOSPITAL LLC,SEBRING,FL
250141,"BAPTIST MEMORIAL HOSPITAL-DESOTO, INC.",SOUTHAVEN,MS
250162,"OCHSNER MEDICAL CENTER- HANCOCK, LLC",BAY ST.LOUIS,MS
250167,METHODIST OLIVE BRANCH HOSPITAL,OLIVE BRANCH,MS
250167,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,MEMPHIS,TN
250168,UMMC GRENADA (FKA GRENADA LAKE MEDICAL CENTER),GRENADA,MS
250168,STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,JACKSON,MS
251300,LACKEY MEMORIAL HOSPITAL,FOREST,MS
251305,LAWRENCE COUNTY HOSPITAL,MONTICELLO,MS
251307,NOXUBEE GENERAL HOSPITAL,MACON,MS
251315,BAPTIST MEMORIAL HOSPITAL - LEAKE,CARTHAGE,MS
251320,CLAIBORNE COUNTY MEDICAL CENTER (FKA PATIENTS CHOICE MEDICAL CENTER OF CLAIBORNE COUNTY),PORT GIBSON,MS
251325,COVINGTON COUNTY HOSPITAL,COLLINS,MS
251327,COPIAH COUNTY MEDICAL CENTER,HAZLEHURST,MS
251329,GREENE COUNTY HOSPITAL,LEAKESVILLE,MS
251335,JOHN C STENNIS MEMORIAL HOSPITAL,DEKALB,MS
260001,MERCY HOSPITAL JOPLIN,SPRINGFIELD,MO
260005,SSM HEALTH CARE ST LOUIS,SAINT LOUIS,MO
260006,HEARTLAND REGIONAL MEDICAL CENTER,SAINT JOSEPH,MO
260009,BOTHWELL REGIONAL HEALTH CENTER,SEDALIA,MO
260017,PHELPS COUNTY REGIONAL MEDICAL CENTER,ROLLA,MO
260020,MERCY HOSPITAL ST LOUIS,SAINT LOUIS,MO
260020,MERCY HOSPITALS EAST COMMUNITIES,SAINT LOUIS,MO
260022,KIRKSVILLE MISSOURI HOSPITAL COMPANY LLC,FRANKLIN,TN
260023,MERCY HOSPITAL JEFFERSON,FESTUS,MO
260024,TEXAS COUNTY MEMORIAL HOSPITAL,HOUSTON,MO
260025,HANNIBAL REGIONAL HEALTHCARE SYSTEM INC,HANNIBAL,MO
260027,"MIDWEST DIVISION - RMC, LLC",KANSAS CITY,MO
260032,BARNES-JEWISH HOSPITAL,SAINT LOUIS,MO
260032,BARNES JEWISH HOSPITAL,SAINT LOUIS,MO
260034,BATES COUNTY MEMORIAL HOSPITAL,BUTLER,MO
260040,LESTER E COX MEDICAL CENTERS,SPRINGFIELD,MO
260047,CAPITAL REGION MEDICAL CENTER,JEFFERSON CITY,MO
260048,TRUMAN MEDICAL CENTER INCORPORATED,KANSAS CITY,MO
260050,MOSAIC MEDICAL CENTER - MARYVILLE,SAINT JOSEPH,MO
260052,MERCY HOSPITALS EAST COMMUNITIES,WASHINGTON,MO
260057,CAMERON REGIONAL MEDICAL CENTER INC,CAMERON,MO
260059,MERCY HOSPITAL LEBANON,SAINT LOUIS,MO
260061,NEVADA CITY HOSPITAL,NEVADA,MO
260062,SAINT LUKES NORTH HOSPITAL,KANSAS CITY,MO
260064,SSM AUDRAIN HEALTH CARE INC,MEXICO,MO
260065,MERCY HOSPITAL SPRINGFIELD,SAINT LOUIS,MO
260068,"CH ALLIED SERVICES, INC.",COLUMBIA,MO
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,HAYTI,MO
260074,MOBERLY HOSPITAL COMPANY LLC,FRANKLIN,TN
260077,MERCY HOSPITAL SOUTH (FKA ST ANTHONYS MEDICAL CENTER),SAINT LOUIS,MO
260077,MERCY HOSPITAL SOUTH,SAINT LOUIS,MO
260078,OZARKS MEDICAL CENTER,MOUNTAIN GROVE,MO
260081,SSM HEALTH CARE ST LOUIS,SAINT LOUIS,MO
260085,PRIME HEALTHCARE SERVICES KANSAS CITY LLC,ONTARIO,CA
260091,SSM HEALTH ST MARYS HOSPITAL - ST LOUIS,SAINT LOUIS,MO
260091,SSM HEALTH CARE ST LOUIS,SAINT LOUIS,MO
260094,SKAGGS COMMUNITY HOSPITAL ASSOCIATION,SPRINGFIELD,MO
260095,"CENTERPOINT MEDICAL CENTER OF INDEPENDENCE, LLC",INDEPENDENCE,MO
260096,NORTH KANSAS CITY HOSPITAL,KANSAS CITY,MO
260097,WESTERN MISSOURI MEDICAL CENTER,WARRENSBURG,MO
260102,TRUMAN MEDICAL CENTER INCORPORATED,KANSAS CITY,MO
260104,SSM HEALTH DEPAUL HOSPITAL - ST LOUIS,BRIDGETON,MO
260104,SSM HEALTH CARE ST LOUIS,SAINT LOUIS,MO
260105,SSM-SLUH INC,SAINT LOUIS,MO
260108,MISSOURI BAPTIST MEDICAL CENTER,SAINT LOUIS,MO
260108,MISSOURI BAPTIST MEDICAL CENTER,ST LOUIS,MO
260110,SOUTHEAST HOSPITAL,CAPE GIRARDEAU,MO
260113,MISSOURI DELTA MEDICAL CENTER,SIKESTON,MO
260119,POPLAR BLUFF REGIONAL MEDICAL CENTER LLC,FRANKLIN,TN
260137,FREEMAN-OAK HILL HEALTH SYSTEM,JOPLIN,MO
260138,ST LUKES HOSPITAL OF KANSAS CITY,KANSAS CITY,MO
260142,JOHN FITZGIBBON MEMORIAL HOSPITAL INC,MARSHALL,MO
260160,SOUTHEAST HEALTH CENTER OF STODDARD COUNTY LLC,DEXTER,MO
260162,BARNES JEWISH WEST COUNTY HOSPITAL,CREVE COEUR,MO
260163,PARKLAND HEALTH CENTER,FARMINGTON,MO
260175,GOLDEN VALLEY MEMORIAL HOSPITAL DISTRICT,CLINTON,MO
260176,ST. LUKE'S DES PERES EPISCOPAL-PRESBYTERIAN HOSPITAL,CHESTERFIELD,MO
260177,NEW LIBERTY HOSPITAL DISTRICT,LIBERTY,MO
260179,ST LUKES HOSPITAL (MO),CHESTERFIELD,MO
260179,ST LUKES EPISCOPAL PRESBYTERIAN HOSPITAL,CHESTERFIELD,MO
260180,CHRISTIAN HOSPITAL,SAINT LOUIS,MO
260180,CHRISTIAN HOSPITAL NORTHEAST NORTHWEST,SAINT LOUIS,MO
260183,SAINT FRANCIS MEDICAL CENTER,CAPE GIRARDEAU,MO
260186,LAKE REGIONAL HEALTH SYSTEM,OSAGE BEACH,MO
260190,MIDWEST DIVISION - LSH LLC,LEE'S SUMMIT,MO
260191,BARNES JEWISH ST. PETERS HOSPITAL INC,SAINT PETERES,MO
260193,PRIME HEALTHCARE SERVICES - BLUE SPRINGS LLC,ONTARIO,CA
260195,CITIZENS MEMORIAL HOSPITAL DISTRICT,BOLIVAR,MO
260200,SSM HEALTH CARE ST LOUIS,SAINT LOUIS,MO
260209,FULTON MEDICAL CENTER LLC,FULTON,MO
260210,ST ALEXIUS HOSPITAL CORPORATION 1,SAINT LOUIS,MO
260214,MIDWEST DIVISION - RBH LLC,BELTON,MO
260216,SAINT LUKES EAST HOSPITAL,LEES SUMMIT,MO
260219,PROGRESS WEST HEALTHCARE CENTER,O FALLON,MO
261311,PERRY COUNTY MEMORIAL HOSPITAL,PERRYVILLE,MO
263030,ST LUKES REHABILITATION HOSPITAL,CHESTERFIELD,MO
263498,GRAND RIVER MEDICAL CENTER (AKA GRAND RIVER HEALTH),RIFLE,CO
270003,ST PETERS COMMUNITY HOSPITAL,HELENA,MT
270004,BILLINGS CLINIC,BILLINGS,MT
270012,"BENEFIS HOSPITALS, INC.",GREAT FALLS,MT
270014,PROVIDENCE HEALTH & SERVICES MT,LIBERTY LAKE,WA
270017,ST JAMES HEALTHCARE,BUTTE,MT
270023,RCHP BILLINGS - MISSOULA LLC,MISSOULA,MT
270032,NORTHERN MONTANA HOSPITAL,HAVRE,MT
270049,ST VINCENT HEALTHCARE,BILLINGS,MT
270051,KALISPELL REGIONAL MEDICAL CENTER INC,KALISPELL,MT
270057,BOZEMAN HEALTH DEACONESS HOSPITAL,BOZEMAN,MT
270087,HEALTHCENTER NORTHWEST LLC,KALISPELL,MT
271344,SIDNEY HEALTH CENTER,SIDNEY,MT
280003,BRYAN MEDICAL CENTER,LINCOLN,NE
280009,GOOD SAMARITAN HOSPITAL,KEARNEY,NE
280013,NEBRASKA MEDICAL CENTER,OMAHA,NE
280020,SAINT ELIZABETH REGIONAL MEDICAL CENTER,LINCOLN,NE
280023,CHI HEALTH ST FRANCIS (FKA ST FRANCIS MEDICAL CENTER),GRAND ISLAND,NE
280023,SAINT FRANCIS MEDICAL CENTER,GRAND ISLAND,NE
280032,THE MARY LANNING MEMORIAL HOSPITAL ASSOCIATION,HASTINGS,NE
280040,NEBRASKA METHODIST HOSPITAL,OMAHA,NE
280060,ALEGENT HEALTH BERGAN MERCY HEALTH SYSTEM,OMAHA,NE
280061,REGIONAL WEST MEDICAL CENTER,SCOTTSBLUFF,NE
280065,NORTH PLATTE NEBRASKA HOSPITAL CORPORATION,NORTH PLATTE,NE
280077,METHODIST FREMONT HEALTH,FREMONT,NE
280105,CHI HEALTH MIDLANDS (FKA ALEGENT HEALTH MIDLANDS HOSPITAL),PAPILLION,NE
280105,ALEGENT CREIGHTON HEALTH,PLAINVIEW,NE
280111,COLUMBUS COMMUNITY HOSPITAL INC,COLUMBUS,NE
280125,FAITH REGIONAL HEALTH SERVICES,NORFOLK,NE
280130,ALEGENT CREIGHTON HEALTH,PLAINVIEW,NE
280134,KEARNEY REGIONAL MEDICAL CENTER LLC,KEARNEY,NE
281309,SYRACUSE AREA HEALTH (FKA COMMUNITY MEMORIAL HOSPITAL),SYRACUSE,NE
281327,COZAD COMMUNITY HOSPITAL,COZAD,NE
281361,LEXINGTON REGIONAL HEALTH CENTER,LEXINGTON,NE
290001,RENOWN REGIONAL MEDICAL CENTER,RENO,NV
290003,SUNRISE HOSPITAL & MEDICAL CENTER,LAS VEGAS,NV
290003,"SUNRISE HOSPITAL AND MEDICAL CENTER, LLC",LAS VEGAS,NV
290005,NORTH VISTA HOSPITAL,NORTH LAS VEGAS,NV
290005,NORTH VISTA HOSPITAL INC,ONTARIO,CA
290007,UNIVERSITY MEDICAL CENTER (UMC) OF SOUTHERN NEVADA,LAS VEGAS,NV
290007,UNIVERSITY MEDICAL CENTER OF SOUTHERN NEVADA,LAS VEGAS,NV
290008,PHC-ELKO INC,BRENTWOOD,TN
290009,PRIME HEALTHCARE SERVICES RENO LLC,RENO,NV
290019,CARSON TAHOE REGIONAL HEALTHCARE,CARSON CITY,NV
290021,VALLEY HOSPITAL MEDICAL CENTER,LAS VEGAS,NV
290022,DESERT SPRINGS HOSPITAL,LAS VEGAS,NV
290032,NORTHERN NEVADA MEDICAL CENTER,SPARKS,NV
290032,SPARKS FAMILY HOSPITAL INC,SPARKS,NV
290039,MOUNTAINVIEW HOSPITAL,LAS VEGAS,NV
290039,"SUNRISE MOUNTAINVIEW HOSPITAL, INC.",LAS VEGAS,NV
290041,SUMMERLIN HOSPITAL MEDICAL CENTER L L C,LAS VEGAS,NV
290045,DIGNITY HEALTH,LAS VEGAS,NV
290046,SPRING VALLEY MEDICAL CENTER,LAS VEGAS,NV
290047,SOUTHERN HILLS MEDICAL CENTER LLC,LAS VEGAS,NV
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,RENO,NV
290053,DIGNITY HEALTH,LAS VEGAS,NV
290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,LAS VEGAS,NV
290057,HENDERSON HOSPITAL,HENDERSON,NV
290058,DIGNITY HEALTH ST ROSE DOMINICAN - NORTH LAS VEGAS CAMPUS,NORTH LAS VEGAS,NV
291308,HUMBOLDT GENERAL HOSPITAL,WINNEMUCCA,NV
292006,PAM SPECIALTY HOSPITAL OF LAS VEGAS (FKA COMPLEX CARE HOSPITAL AT TENAYA),LAS VEGAS,NV
300001,"CONCORD HOSPITAL, INC.",CONCORD,NH
300003,MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH
300005,LRGHEALTHCARE,LACONIA,NH
300011,ST. JOSEPH HOSPITAL OF NASHUA NH,LEWISTON,ME
300012,ELLIOT HOSPITAL (AKA ELLIOT HEALTH SYSTEM),MANCHESTER,NH
300012,ELLIOT HOSPITAL OF THE CITY OF MANCHESTER,MANCHESTER,NH
300014,FRISBIE MEMORIAL HOSPITAL,ROCHESTER,NH
300017,PARKLAND MEDICAL CENTER,DERRY,NH
300017,HCA HEALTH SERVICES OF NEW HAMPSHIRE INC,DERRY,NH
300018,WENTWORTH-DOUGLASS HOSPITAL,DOVER,NH
300019,CHESHIRE MEDICAL CENTER,KEENE,NH
300020,SOUTHERN NEW HAMPSHIRE MEDICAL CENTER,NASHUA,NH
300023,"EXETER HOSPITAL, INC",EXETER,NH
300029,HCA HEALTH SERVICES OF NEW HAMPSHIRE INC,DERRY,NH
300034,CATHOLIC MEDICAL CENTER,MANCHESTER,NH
303026,NORTHEAST REHABILITATION HOSPITAL - SALEM,SALEM,NH
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,HACKENSACK,NJ
310001,HMH HOSPITALS CORPORATION,HACKENSACK,NJ
310002,NEWARK BETH ISRAEL MEDICAL CENTER,NEWARK,NJ
310002,NEWARK BETH ISRAEL MEDICAL CENTER INC,SOMERSET,NJ
310003,PALISADES MEDICAL CENTER,NORTH BERGEN,NJ
310003,HMH HOSPITALS CORPORATION,HACKENSACK,NJ
310005,HUNTERDON MEDICAL CENTER (AKA HUNTERDON HEALTHCARE),FLEMINGTON,NJ
310005,HUNTERDON MEDICAL CENTER,FLEMINGTON,NJ
310006,ST MARYS GENERAL HOSPITAL,PASSAIC,NJ
310006,PRIME HEALTHCARE SERVICES- ST MARY'S PASSAIC LLC,PASSAIC,NJ
310008,HOLY NAME MEDICAL CENTER (AKA HOLY NAME HEALTH),TEANECK,NJ
310008,HOLY NAME MEDICAL CENTER INC,TEANECK,NJ
310009,CLARA MAASS MEDICAL CENTER,BELLEVILLE,NJ
310010,PRINCETON MEDICAL CENTER (FKA UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO),PLAINSBORO,NJ
310010,"PRINCETON HEALTHCARE SYSTEM, A NEW JERSEY NONPROFIT CORPORATION",PLAINSBORO,NJ
310011,CAPE REGIONAL HEALTH SYSTEM (AKA CAPE REGIONAL MEDICAL CENTER),CAPE MAY COURT HOUSE,NJ
310011,CAPE REGIONAL MEDICAL CENTER,CAPE MAY COURT HOUSE,NJ
310012,THE VALLEY HOSPITAL INC,RIDGEWOOD,NJ
310014,COOPER UNIVERSITY HOSPITAL (AKA COOPER UNIVERSITY HEALTH CARE),CAMDEN,NJ
310014,THE COOPER HEALTH SYSTEM,CAMDEN,NJ
310015,MORRISTOWN MEDICAL CENTER,MORRISTOWN,NJ
310015,AHS HOSPITAL CORP,MORRISTOWN,NJ
310016,CHRIST HOSPITAL,JERSEY CITY,NJ
310016,HUDSON HOSPITAL OPCO LLC,JERSEY CITY,NJ
310017,CHILTON MEDICAL CENTER,POMPTON PLAINS,NJ
310017,AHS HOSPITAL CORP,MORRISTOWN,NJ
310019,ST JOSEPHS UNIVERSITY MEDICAL CENTER (FKA ST JOSEPHS REGIONAL MEDICAL CENTER),PATERSON,NJ
310019,ST JOSEPHS HOSPITAL AND MEDICAL CENTER,CEDAR GROVE,NJ
310021,ST FRANCIS MEDICAL CENTER (NJ),TRENTON,NJ
310021,ST. FRANCIS MEDICAL CENTER,HADDON HEIGHTS,NJ
310022,VIRTUA MARLTON HOSPITAL (FKA VIRTUA MARLTON REGIONAL MEDICAL CENTER),MARLTON,NJ
310022,VIRTUA VOORHEES HOSPITAL,VOORHEES,NJ
310022,VIRTUA WEST JERSEY HEALTH SYSTEM INC,MARLTON,NJ
310024,RWJ UNIVERSITY HOSPITAL RAHWAY,RAHWAY,NJ
310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,RAHWAY,NJ
310025,BAYONNE MEDICAL CENTER,BAYONNE,NJ
310025,IJKG OPCO LLC,BAYONNE,NJ
310027,TRINITAS REGIONAL MEDICAL CENTER,ELIZABETH,NJ
310028,NEWTON MEDICAL CENTER,NEWTON,NJ
310028,AHS HOSPITAL CORP,MORRISTOWN,NJ
310029,VIRTUA OUR LADY OF LOURDES HOSPITAL,CAMDEN,NJ
310029,VIRTUA OUR LADY OF LOURDES HOSPITAL INC,HADDON HEIGHTS,NJ
310032,INSPIRA MEDICAL CENTER VINELAND (FKA SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER),VINELAND,NJ
310032,"INSPIRA MEDICAL CENTERS, INC.",Bridgeton,NJ
310034,RIVERVIEW MEDICAL CENTER,RED BANK,NJ
310034,HMH HOSPITALS CORPORATION,HACKENSACK,NJ
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL NEW BRUNSWICK,NEW BRUNSWICK,NJ
310038,"ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL, INC",SOMERVILLE,NJ
310039,RARITAN BAY MEDICAL CENTER - OLD BRIDGE,OLD BRIDGE,NJ
310039,RARITAN BAY MEDICAL CENTER - PERTH AMBOY,PERTH AMBOY,NJ
310039,HMH HOSPITALS CORPORATION,HACKENSACK,NJ
310040,HOBOKEN UNIVERSITY MEDICAL CENTER,HOBOKEN,NJ
310040,HUMC OPCO LLC,HOBOKEN,NJ
310041,COMMUNITY MEDICAL CENTER,TOMS RIVER,NJ
310041,"COMMUNITY MEDICAL CENTER, INC.",TOMS RIVER,NJ
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,PENNINGTON,NJ
310044,"CAPITAL HEALTH SYSTEM, INC.",LAWRENCEVILLE,NJ
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER (AKA ENGLEWOOD HEALTH),ENGLEWOOD,NJ
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,ENGLEWOOD,NJ
310047,SHORE MEDICAL CENTER (FKA SHORE MEMORIAL HOSPITAL),SOMERS POINT,NJ
310047,SHORE MEMORIAL HOSPITAL,SOMERS POINT,NJ
310048,RWJ UNIVERSITY HOSPITAL SOMERSET (FKA SOMERSET MEDICAL CENTER),SOMERVILLE,NJ
310048,"ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL, INC",SOMERVILLE,NJ
310050,SAINT CLARES DENVILLE HOSPITAL,DENVILLE,NJ
310050,SAINT CLARES HEALTH,DENVILLE,NJ
310050,"PRIME HEALTHCARE SERVICES - SAINT CLARE'S, LLC",DENVILLE,NJ
310051,OVERLOOK MEDICAL CENTER,SUMMIT,NJ
310051,AHS HOSPITAL CORP,MORRISTOWN,NJ
310052,OCEAN MEDICAL CENTER,BRICK,NJ
310052,HMH HOSPITALS CORPORATION,HACKENSACK,NJ
310054,HACKENSACK MERIDIAN HEALTH MOUNTAINSIDE MEDICAL CENTER,MONTCLAIR,NJ
310054,MONTCLAIR HOSPITAL LLC,MONTCLAIR,NJ
310057,VIRTUA MEMORIAL HOSPITAL (FKA VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY),MOUNT HOLLY,NJ
310057,"VIRTUA - MEMORIAL HOSPITAL OF BURLINGTON COUNTY, INC",MOUNT LAUREL,NJ
310058,BERGEN NEW BRIDGE MEDICAL CENTER (FKA BERGEN REGIONAL MEDICAL CENTER),PARAMUS,NJ
310060,ST LUKES WARREN CAMPUS (FKA WARREN HOSPITAL),PHILLIPSBURG,NJ
310060,ST LUKES WARREN HOSPITAL INC,PHILLIPSBURG,NJ
310061,VIRTUA WILLINGBORO HOSPITAL (FKA LOURDES MEDICAL CENTER OF BURLINGTON COUNTY),WILLINGBORO,NJ
310061,VIRTUA WILLINGBORO HOSPITAL INC,MARLTON,NJ
310064,ATLANTICARE REGIONAL MEDICAL CENTER - ATLANTIC CITY CAMPUS,ATLANTIC CITY,NJ
310064,ATLANTICARE REGIONAL MEDICAL CENTER,POMONA,NJ
310067,SAINT CLARES DOVER HOSPITAL,DOVER,NJ
310069,INSPIRA MEDICAL CENTER ELMER (FKA SOUTH JERSEY HEALTHCARE - ELMER HOSPITAL),ELMER,NJ
310069,"INSPIRA MEDICAL CENTERS, INC.",Bridgeton,NJ
310070,SAINT PETERS UNIVERSITY HOSPITAL,NEW BRUNSWICK,NJ
310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,NEPTUNE,NJ
310073,HMH HOSPITALS CORPORATION,HACKENSACK,NJ
310074,JERSEY CITY MEDICAL CENTER,JERSEY CITY,NJ
310075,MONMOUTH MEDICAL CENTER,LONG BRANCH,NJ
310075,"MONMOUTH MEDICAL CENTER, INC",LONG BRANCH,NJ
310076,SAINT BARNABAS MEDICAL CENTER,LIVINGSTON,NJ
310081,"INSPIRA MEDICAL CENTER WOODBURY, INC.",WOODBURY,NJ
310083,EAST ORANGE GENERAL HOSPITAL,EAST ORANGE,NJ
310083,PROSPECT EOGH INC,EAST ORANGE,NJ
310084,MONMOUTH MEDICAL CENTER SOUTHERN CAMPUS,LAKEWOOD,NJ
310084,"MONMOUTH MEDICAL CENTER, INC",LONG BRANCH,NJ
310086,JEFFERSON CHERRY HILL HOSPITAL (FKA KENNEDY UNIVERSITY HOSPITAL - CHERRY HILL),CHERRY HILL,NJ
310086,JEFFERSON STRATFORD HOSPITAL (FKA KENNEDY UNIVERSITY HOSPITAL - STRATFORD),STRATFORD,NJ
310086,"KENNEDY UNIVERSITY HOSPITAL, INC",CHERRY HILL,NJ
310091,SALEM MEDICAL CENTER (FKA THE MEMORIAL HOSPITAL OF SALEM COUNTY),SALEM,NJ
310091,SALEM COUNTY HOSPITAL CORP,BLOOMFIELD,NJ
310092,CAPITAL HEALTH REGIONAL MEDICAL CENTER,TRENTON,NJ
310092,"CAPITAL HEALTH SYSTEM, INC.",LAWRENCEVILLE,NJ
310096,SAINT MICHAELS MEDICAL CENTER,NEWARK,NJ
310096,PRIME HEALTHCARE SERVICES ST MICHAELS LLC,NEWARK,NJ
310108,JFK MEDICAL CENTER (NJ),EDISON,NJ
310108,COMMUNITY HOSPITAL GROUP INC,EDISON,NJ
310110,RWJ UNIVERSITY HOSPITAL HAMILTON,HAMILTON,NJ
310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,HAMILTON,NJ
310111,CENTRASTATE MEDICAL CENTER,FREEHOLD,NJ
310111,CENTRASTATE MEDICAL CENTER INC.,FREEHOLD,NJ
310112,BAYSHORE MEDICAL CENTER (FKA BAYSHORE COMMUNITY HOSPITAL),HOLMDEL,NJ
310112,HMH HOSPITALS CORPORATION,HACKENSACK,NJ
310113,SOUTHERN OCEAN MEDICAL CENTER,MANAHAWKIN,NJ
310113,HMH HOSPITALS CORPORATION,HACKENSACK,NJ
310115,HACKETTSTOWN MEDICAL CENTER,HACKETTSTOWN,NJ
310118,HUDSON REGIONAL HOSPITAL (FKA MEADOWLANDS HOSPITAL MEDICAL CENTER),SECAUCUS,NJ
310118,"NJMHMC, LLC",SECAUCUS,NJ
310119,THE UNIVERSITY HOSPITAL (FKA UMDNJ UNIVERSITY HOSPITAL),NEWARK,NJ
310119,UNIVERSITY HOSPITAL,NEWARK,NJ
310129,COLUMBUS HOSPITAL LTACH,NEWARK,NJ
310130,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL CENTER,WESTWOOD,NJ
310130,PASCACK VALLEY HOSPITAL LLC,WESTWOOD,NJ
312017,SPECIALTY HOSPITAL OF CENTRAL JERSEY (FKA SPECIALTY HOSPITAL AT KIMBALL),LAKEWOOD,NJ
312019,SELECT SPECIALTY HOSPITAL - NORTHEAST NEW JERSEY,ROCHELLE PARK,NJ
313027,ST LAWRENCE REHABILITATION CENTER,LAWRENCEVILLE,NJ
314019,RAMAPO RIDGE PSYCHIATRIC HOSPITAL,WYCKOFF,NJ
320001,UNM HOSPITAL,ALBUQUERQUE,NM
320002,ST. VINCENT HOSPITAL,SANTA FE,NM
320003,SAN MIGUEL HOSPITAL CORPORATION,BRENTWOOD,TN
320004,OTERO COUNTY HOSPITAL ASSOCIATION,ALAMOGORDO,NM
320005,SAN JUAN REGIONAL MEDICAL CENTER,FARMINGTON,NM
320005,SAN JUAN REGIONAL MEDICAL CENTER INC,FARMINGTON,NM
320006,ROSWELL HOSPITAL CORPORATION,FRANKLIN,TN
320009,LOVELACE MEDICAL CENTER,ALBUQUERQUE,NM
320009,LOVELACE HEALTH SYSTEM LLC,NASHVILLE,TN
320011,PRESBYTERIAN HEALTHCARE SERVICES,ALBUQUERQUE,NM
320016,GILA REGIONAL MEDICAL CENTER,SILVER CITY,NM
320017,LOVELACE HEALTH SYSTEM LLC,NASHVILLE,TN
320018,PHC-LAS CRUCES INC,BRENTWOOD,TN
320021,PRESBYTERIAN HOSPITAL,ALBUQUERQUE,NM
320021,PRESBYTERIAN HEALTHCARE SERVICES,ALBUQUERQUE,NM
320022,PRESBYTERIAN HEALTHCARE SERVICES,ALBUQUERQUE,NM
320030,ARTESIA GENERAL HOSPITAL,ARTESIA,NM
320038,RMCHCS HOSPITAL (AKA REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES),GALLUP,NM
320038,"REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICE, INC.",GALLUP,NM
320059,SHIPROCK - NORTHERN NAVAJO MEDICAL CENTER,SHIPROCK,NM
320061,GALLUP INDIAN MEDICAL CENTER,GALLUP,NM
320062,CROWNPOINT HEALTH CARE FACILITY,CROWNPOINT,NM
320063,CARLSBAD MEDICAL CENTER LLC,FRANKLIN,TN
320065,LEA REGIONAL HOSPITAL LLC,FRANKLIN,TN
320074,LOVELACE HEALTH SYSTEM LLC,NASHVILLE,TN
320083,UNIVERSITY OF NEW MEXICO HOSPITAL (AKA UNM HOSPITAL),ALBUQUERQUE,NM
320085,LAS CRUCES MEDICAL CENTER LLC,DALLAS,TX
320086,LOVELACE HEALTH SYSTEM LLC,NASHVILLE,TN
320089,UNM SANDOVAL REGIONAL MEDICAL CENTER,RIO RANCHO,NM
320089,"UNM SANDOVAL REGIONAL MEDICAL CENTER, INC",RIO RANCHO,NM
324014,CENTRAL DESERT BEHAVIORAL HEALTH CENTER,ALBUQUERQUE,NM
330004,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS (FKA KINGSTON HOSPITAL),KINGSTON,NY
330004,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,KINGSTON,NY
330005,BUFFALO GENERAL MEDICAL CENTER (FKA BUFFALO GENERAL HOSPITAL),BUFFALO,NY
330005,MILLARD FILLMORE SUBURBAN HOSPITAL,WILLIAMSVILLE,NY
330005,KALEIDA HEALTH,BUFFALO,NY
330006,SAINT JOSEPHS MEDICAL CENTER,YONKERS,NY
330006,ST JOSEPH'S HOSPITAL YONKERS,HARRISON,NY
330008,WYOMING COUNTY,WARSAW,NY
330009,BRONXCARE HOSPITAL CENTER - FULTON CAMPUS,BRONX,NY
330009,BRONXCARE HEALTH SYSTEM,BRONX,NY
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",BINGHAMTON,NY
330013,ALBANY MEDICAL CENTER,ALBANY,NY
330013,ALBANY MEDICAL CENTER HOSPITAL,ALBANY,NY
330014,JAMAICA HOSPITAL MEDICAL CENTER,JAMAICA,NY
